emotion,tweet_unicode_emojis
4,im gonna miss coming out tongiht my dear  wishi could have seen you guys after the show sat night. ill see you next time aroundU+2764 U+FE0F
0," I loved HSH and was soo excited to watch T&ampU+1F609, but since my hubby &amp; I separated I no longer have Oxygen and I am sooo bummed "
0,Great... soon to be forced to work on central hosted U+1F61D machine...when our software runs on Server 2008
4,bitches are awesome  im a bitch too. so DON'T be my enemy. LMAO U+1F606 <3
0,U+1F61D in my test machine got crashed  :'(
4,Trued a rim!  I'm getting good at this! U+1F633
4,"U+1F633 Philippines is now a trending topic.  , i'm on it lol. "
0,i wanted to go watch it but i sorta forgot. U+1F606 i doubt it thou.
0,man it isn't funnyto watch alone scary movies    Samara Morgan is standing behind me I guess....don't turn around U+1F606
4,Good  cause like everyones doing it U+1F606
4,NeW account.  Can you follow me guys? U+1F63A
0,THE PROPOSAL!! <3U+2764 U+FE0FU+2764 U+FE0F
4,i work at The Block  aww... yeah... same here. my stomach's been really weird for the past 2-3 weeks U+1F633 pretty bad.
4,Yes i finally finished my joe jonas portrait U+1F606 ill post a pic soon i guess it came out good ill let u guys be the judges
4,hahah yeah.. We're wierd friends! Daaah! U+1F606 love ya guys! Lol!
4,Playing the ukulele U+1F606 Love this instrument
4," Hahahaha U+1F606 You should be liking it, it's fun  I kinda feel accomplished"
0,boohoo!!  haha go find you one dayyyy U+1F606
4,i love my #bestfriends because they always make me smile  write what you think about your #bestfriends U+1F606 #bestfriends
0,And they look GROWN too. *sigh* the boys are the same - all 6&quotU+1F609 and muscled up in their school uniform
4," It can't be that sad, I'm laughing at you  HAHA I LOVE YOUU+2764 U+FE0F"
4,"Awww, Billie Joe has blue-ish hair U+1F606 BABY HAIRR "
4,LOL  TH! i ended up watching most of hsm3 anyway U+1F606 win win.
4,nahh babe its cute U+1F606  U+1F606
4,I was just reading it. Love it.  So meaningful! And I detect anime hints with the ... U+1F606
0,did u talk 2 brooke today? Awe cheer up  thing of Å¡hÃ¥Ã¼Ã± and his thongs U+1F606 lol
0,crunk at daraaaas (: just got twitter lol ... dizzyU+2764 U+FE0F
0,I can't do that this week T.T plus i'm missing handball in P.E. !! i wanna play  this is sad =/ *emo corner* U+1F606
4,Up and washed  I'm clothing myself as I type U+1F606 WOOOO
4," ehm...it's 22 today U+1F606 yes,tokio hotel's first time in italy *__* have a nice day you too "
0,No work for me. Doctor then back home to sleep this crap off. Oh i feel bad  alU+2764 U+FE0F
4,i just found it boring U+1F606 yeah
4," Good luck with your exams yumi-chan . You have my 100% support U+1F606 Go,go,go!!! FIGHTO!!! "
0,I think it's time for some working out  P.S I'm everything else but sporty! U+1F606
4,Heyy Tiffany  Wow Have Fun In The Studio  I Miss You Tiff and Can't Wait To See You Soon <3 Mrs.CJBaranU+2764 U+FE0F
4,Hey emily. I'm 12 and i need you to know YOU ARE AMAZING  I've just watched Hannah Montana You were so funny U+1F606 Love ya!!
4,LMAO! I was like :O its better than y fronts wen i found out! Lmao. U+1F606  ps: check ur direct messages!
4,"sick again...    QuoteU+1F910quot;I'm sick Sophie!!!...make me feel better! now, or I'll bite you&quot;-nick Jonas everyone  "
4,God I hope so. But I doubt so. Lol. Don't go then!!  Much safer here. OOOH and you were watching the wiztech epi right? U+1F606 hehe
4,you must really have time and like twitter because your always on lol thats good tho ; good luck with your musiccc  nickyU+2764 U+FE0F
4,Searching the web. Good luck Adam! rotten.com U+1F633 -->Tupac Shakur IS still alive. Shun the non believer.
4,See my iPhone?It says bummed on the top and awesome on the bottom  I used a mirror so it back words twitpic.com/66v1c. Haha U+1F606
4," Hello  if you don't mind me asking, when is the video coming out? love the songs, the best at a party U+1F606"
4,"MaddieU+1F910quot;I haven't had lunch yet, So I can't lul&quot; Yeah, I do love her <3 AND NO I'M STILL NOT DRESSED, LET A NIGGA BE D: Lul "
0," Gio I have a big problem  , I love marvin! *Â¬* is so cute,  can I marry him? U+1F606"
4,Myspacin it  U+1F606
4,HAHA !  Soo freaking fuunny ! I always laugh when mom do that ! And she says : What are u laughing at ? U+1F606
0,Ate cheese sticks for lunch. U+1F606. Its kindof foggy outside and it rained.
4,Fake it until it's real.  dennys with my two besties. Missing my loveU+2764 U+FE0F wanting to sleep.
4," you toooU+2764 U+FE0F. so, txt me about what your bringing on our 1am-8am adventure ! "
4,Loves the feeling of butterflies  off to bed. And missing my babe can't wait to be in LAU+2764 U+FE0F
0,Stephanie Sun's songs always make me feel so sad...  But I still listen to them anyway cuz she's Singaporean. U+1F606
0,bad mood  text me if you love meU+2764 U+FE0F
0,I really really really miss playing D&ampU+1F609.
4,"im leaviinnggg! its been a looong, hot and BORED dayy.. see u all later  Goodnight &amp; Goodbyee! take careeeU+2764 U+FE0F."
0,"Hi unusualrainbow , por acaa habloo en inglees  U+1F606"
0,Can't belive were over  i could never see this happining. I'll miss you <3 and still love youU+2764 U+FE0F
0,you love me U+1F606. Rain is awesome! unlike traan :O who is just epic at everything she does U+1F629
0,awww gotta go to work  i hope u all have a great time at the party! drink some for meU+2764 U+FE0F
4,"Days almost overrr, my finals are done for the day  blah blah blah. I have a date tonight with cutieeeU+2764 U+FE0F"
4," you've been away from the twetteradiccion for a while U+1F606, how are u? the Pig flu haven't attack yet? a lot of work? "
0,"I'll be finishing the Season 1 of GG later U+1F606 YAY!! ;) It sucks, still need to go to school on Friday..   Half day, though... VACATION! U+1F606"
0,KhameneiU+1F910quot; ppl in Iran R happy &amp;. They feel free.&quot; (nothing says free like being beaten by basij   #Iranelection #GR88 #Tehran #Iran09
0,Thats lame!!  Did you watch disney though? JONAS DAY! U+1F606
0,"OceanaU+2764 U+FE0F, sad, just read their blog on myspace, its really over "
0,On my last day of worok in congente! Bye bye Irene U+1F606.. Bye girls and boy
4,I watched it David and your performance in SIS and Eat Bulaga is really stunning!  Hugs and Kisse David! U+1F606
4,U+1F61D I'm so desperate to get free stuff.
4," lmao! thanks Lee U+1F606, would u like to join in our craziness as well lolol  ROFL come &amp; join we don't bite.. not hard anyway! ;)"
0,NiteU+2764 U+FE0F I guess even though I would Rather tweet!
0," Have two! <3U+2764 U+FE0F Called laptop people, not going to be ready until Monday or Tuesday "
4," ...times U+1F606 sorry, if u think i'm crazy. i'm not. i'm just ur biggest fan "
4,weekend in oHIO  ...frankie's4the first time... not quite as tiny&amp;chill as mac's..ahaa..going2c dANGER rADIO this week U+1F606
4,"AHHH - Whatchu talkinï¿½ baby?  HAHAHA I canï¿½t believe youuU+1F62E heh, actually I can. Life is worth taking risks... "
4,Believers Never Die Part Deux has had a change of venue for me...to a smaller venue!! SCORE! U+1F606 I got my ticket today
4," U+1F606 , have a nice day "
0,I miss napoleonU+2764 U+FE0F
4," hah ya ok U+1F606 idk bout that hah but alright im goin to bed ill talk to ya tomorrow love, G'night "
0,indratwas wondering why scaled images in ff/linux were fugly compared to #U+1F61D or #osx turns out to be cos of:
0,Nahhh boiled eggs and Ribena! Cept I have no Ribena  But I'm not really hungover anyway U+1F606
0,Rokkugo performances too U+1F606 and I hate it when Heechul is not part of the show
4,"ohsnap, haven't been hurrrr in like, a day?! wow. U+1F61D it's late. . . &amp; i'm sleepy, but happy. "
0,"U+1F606 found gentlemen's alliance cosplay on ebay, 80$ though "
4,"is lala around, Watching my nieces todayU+2764 U+FE0F "
4,"Making some breakfast  Way to get me in trouble, Christy  - JanineU+2764 U+FE0F"
0," Yes, I did, but I didn't pass. I ran 10 minutes, while girls have to run 8 or so  But no way I'm going to do it again! U+1F606"
0,what a short night..this fucking flu  but yesterday was nice <3U+2764 U+FE0F great lovely day
4,"Drivinggg withh themU+2764 U+FE0F goodmorning j,c,c,and,a "
4,Goodmorning tweets!! Off to the gym after school  Hopefully I'm not too sleepy U+1F606
0,: I wish I spoke Polish AND polish. U+1F606 Sorry about your bad night.
4,HEY GUYS! I am a big fan too  just like my twin  ... lol.. Have a good day! and wishin' ya the best of luck!U+1F606
4,Back from goin away  Best week ever for meeee U+1F606 I made new vids like Wipe Out parody like Speel Out (Dutch)
0,Doing work for a russian chick :o accent and everything U+1F606 too bad her little boy can't talk yet
0," hahah yep ur magic! haha and dont offend  ! he's cute, I'm not U+1F606 LOL. Girl eat something! is bad not to eat "
4,U+1F606 just got off the phone w/   thank you for talking to me  <3
4,Yay! Fixed someothing that was wrong with my computer  and watched Shortland St in English coz it is similar to Macbeth atm. lol U+1F606
4,listening to music  was kostet der fisch ?! U+1F606 my mathsteacher has choose the wrong job... that's wrong grammar but a real fact !!
0,Can't wait for new moon  U+1F606
0,&quot;i leave you in good hands&quot;. a frozen tundra with slit wrists. a fatal wound. &quot;THE LIGHT WILL SHINE&quot;. rose like no other. &quot;PAIN&quot;. &quotU+1F609:24&quot;.
4,I love seconds to my smut prompts. Have I mentioned that?  It makes me REALLY happy. U+1F606
4,no.... S&ampU+1F609 make 100% of the profit
0," Oh, haha! U+1F606 It sounded fun, and like a worthy experience "
4," LOL!  when you're drunk, everything makes sense. U+1F606"
4,Me too.  My twin and I both have one. U+1F606 Me and .
4,that earth image again U+1F606 loves it. Sig is cool
4,Whoot Yay Show at Howell High School today! Yay at 6 pm! Whoop  Mrs.CJBaranU+2764 U+FE0F
4,Good idea!  I just printed.U+1F606 So busy... *lol*
4,U+1F606 Its my second concert. I was on the PR in munich last year. it was sooo great.  With how many people will you come?
4,Wow that's very Buddhist U+1F633 HOORAY JEWS
4,WHY NOT? U+1F606 and spill on who each of these OCs are?
0,Yes! I finished my Religion assignment U+1F606. LOL! Now time to do my math assignment away from the computer...
4,Birthday is 4 Dayys    GoToewsU+2764 U+FE0F he was on FIRE last night    Habs are gonna come back; i wont give up yet.
0,in shock still U+1F633 cant believe dat happened 2 him
4,eagles- hotel califonia &amp; guilty of the crimee  happyy U+1F606
4,haha iU+2764 U+FE0F mcfly but jb's no comparison <3 haha they're too amazing to compare hehe
0," Thanx for the DateTime Settings Info, 20th e ekta exam ache, confused je kokhon hobe, Haire Daylight Savings.   Y New U+1F61D ???"
4," oh Hans they are horrible my M&ampU+1F609 both get them, have to give her a comforting lick "
4,I am Ilija Dodevski.I live in macedonia. I have ten years ! This is my comment profile. Sat Me I L E or Sparkaz and invite me now !  U+1F606
4,i think im gana go to sleep now its 5:02 am here U+1F606 and i have a very bad staph infection so i need the sleep
4,Whoo Yay CJ  *Hoodwink was a blast! Met some mad cool people today- watching Badfish now!*  Mrs.CJBaranU+2764 U+FE0F
4,#FollowFriday yo!i recommend     and so on U+1F606
0,Amazon Kindle U+1F629 just for the US/Canada
4,Heh got my sister using a Linux liveCD on her school laptop till she can have it sent in or they give me a U+1F61D serial
4,"I got twitter today  Kelly,my loveU+2764 U+FE0F"
0,Hey Hey Twitter World Hows Yu All? Wot Yu All Doin? Im Bored  Gettin Crumpets And A Hot Chocolate U+1F606 brb
4,I feel so wide awake but I'm not really. I want a cig. xP And share it with Patty-Cakes. He should buy some.  'CAUSE HE'S A SUUPA FGGTU+2764 U+FE0F
0," I know.  You never know though, this is the The Rev we're talking about. U+1F606"
0,Cairon better not go Davina!  i think i luv him a little bit! lolU+2764 U+FE0F halfwit is a bleeding halfwit! lol xoxo
0,was just reminded by  about the 'lovely Italian boys' . . . yeah she doesnt mind going any more U+1F606 . . . but still 672 hours
0,"Just passed Hofstra, and now is ridic. upset  my schoolU+2764 U+FE0F"
0," ROFLCOPTER, sorry Tom  Maybe you just hadn't tweeted recently enough...U+1F606"
4,M&ampU+1F609 have just left for harvey norman.. let's hope ipod touch is moulded into their brains so they buy me one.
4,Me <3 takemitsu! 700kr richer tomorrow!!   U+1F606
0,but it's not the same... it's like someone's heart is rippen into two      ok.. nooot U+1F606
0,yah  what subject is it? ah btw german does NOT suck U+1F606
4,: in that case I don't know what to say. *tries a variety of faces*  >.< =D =( =/ U+1F606
4," Yep, one stop shop - they're just a middle man that provides all of the links - easy. Wonder if you can issue a C&ampU+1F609 on Tweets? "
0,"watching oli sykesU+2764 U+FE0F wish BMTH was on warped  stupid england,you're too far away!!!! :[["
4,text meeU+2764 U+FE0F supper tired walked 8 miles today
4,"Format U+1F61D desktop, check. Finally buy BioShock, check. Toasty warm slippers and a mug of cocoa, check. I <3 lazy Sundays. "
0," noo poor her  , ok see you again beligan cheey mar. U+1F606."
0,Is very hurt  ROFL I love to twitter U+1F606 oh uh ohhh mhmmm shane!!!!!!!!!!!!!!!! Not sleepy!
4," Oh that's right, I almost forgot what the &quotU+1F609&quot; stood for. "
4,U+1F606  hello that's an important date!
0,ughh im tired and sooo sore U+1F606 goodnightU+2764 U+FE0F missin you babe
4," that's a great song  there's some good stuff on the album. and wow, you're a night owl. U+1F633"
0," Hahaha, niceee. Lol Don't worry, I say that all the time anyway. U+1F606 Aww I think I have to go.  Sadness lol. Talk to you tomorrow!"
0,"just going to IkeU+2764 U+FE0F  2 do maths, maths and maths "
4,WOOOOOOOOOO   are you coming to Nottingham at any point?  loveloveloveU+2764 U+FE0F
0,i hate your stupid internet  when will u have it again?? MISS YOU TOO <3U+2764 U+FE0FU+2764 U+FE0F!
4,Really misses hanging out in Redlands... We should hang out at the Vault this week and go to Market Night! <3U+2764 U+FE0FU+2764 U+FE0F
4," OMG!!!  You are so lucky U+1F633 Waooww.  What do you expect, with his big hands ;) muahahhaaar *Winkwink*"
0,Perfect Day for Margaritas with my lovelysU+2764 U+FE0F cheers to the BFF's minus 1
4,me an you need a sooongU+1F62E   i coould tweet with you eryday
4,Today I'm relaxing. U+1F606 Just finished with cleaning my room and having a lunch.Now I'm taking a rest in front of the computer.
4,"Loving life right nowwwww (: Tweet me up loves!Everyone add ,he's one fly dude  haha.[Love you TilaU+2764 U+FE0F]"
0,Boriing U+1F606 BestFrend havent came up to Messenger O.o
4,well i think you are nice  im straightening my hair U+1F606^^ what kind of video?
4,"times for lame school, UGH!!! U+1F61D Thank God mondays r quick for me "
4,On way back to hotel from Thorpe Park. Have a bucket of Pix N mix  and my Hello Kitty! U+1F606 &amp; singing to Love Lockdown stuck in traffic
0,I feel kind of bad  We were in the hospital room playing D&ampU+1F609 when my friend's mom finally passed away in the bed right next to us.
4,Of course U+1F606 It's like the nerd version of Bohemian Rhapsody
4,awakee  very tired U+1F606 tonight a party ^^
4,im addicted to if you only knew! its just absoutaly amazing! and good choice with tony ollerU+2764 U+FE0F
0,eating salsa and cream cheese because it reminds me of nicole and i miss her.  and also watching chelsea lately. love herU+2764 U+FE0F
4," me too, i loooove their songsU+2764 U+FE0F haha i say 'lovelovelove' too! "
4,Heyyyyy!  Nothing realllyyyy writing an episode of Tell Me Why. You? U+1F606
4,"Awake still U+1F633, breeding for perfect or close to perfect IVs on a pikachu  don't know what that means? Google it or wait for my articles"
4,Hockey was so fukinï¿½ good  Fuck you hole! U+1F606
4,via textU+1F910quot;Oh no. I think i lost you in the maternity section...&quot; HAHAHA thanks
0,Me too  .. but I never actually ever liked the show. D: I felt bad when i was the only person who thought it was boring. U+1F606
0,Well my ipods broken  but i got a parcel :0 lol U+1F606
4,HAPPYMOTHERSDAY good luck to katie and alexa in their volleyball tourny. ILYGUYSU+2764 U+FE0F
4,cooold U+1F606 i want a motorbike noww
4,haha!! U+1F606 oh guurl! I see you got some Raybans huuh?
4,U+1F606 yes thats true. Maybe I buy the soundtrack too..well we'll see ..and I also can't wait to see the vid for the song
0,nowt worth worrying aboutU+2764 U+FE0F not server-related so no worries there.  I just wish everyone was frenz with everyone else
4,I had french toast! it was delish  *music=lifeU+2764 U+FE0F *
4," Creating a U+1F62D account, or what? "
0," U+1F606, yeah I am strongly considering moving to O2 or vodafone or something, but am broke far beyond Â£0 atm "
4,happy birthdayy wish you the bestU+2764 U+FE0F
0,i hate shots....im scared!! U+1F61D thanks louise!
0,Amirah just called! And I was like jumping around the living room screaming IMYs U+1F606 i wanna go out with her tmr
4,watching tv  i just don't like sundays U+1F635
0,Do NOT liste to the quote thingy under this message you have to pay fo the followers so it's not worth it... damn Twitter Scammers  U+1F633
4," Heyy!  Just wanted to say, in this video (  ) - your laugh at 4:31 is so cute. U+1F606"
4,HI EMMMANNN! Nice nice you're trying twitter   Gawa mo? U+1F606
4," oh ppw, forgot. joe is in my trolly. his fro will keep milky warm  U+1F606"
4,Going to mall of georgia soon U+1F606 getting some stuff to wear at the paramore concert in 7 DAYS
4,U+1F633  the furnace is on? oh wow! I have my windows opened
0,LOL U+1F606 grrr im annnoyed now -.- i really wanted to see it  xx
0," LOL it's okay babe U+1F606 And omg I know  I will go to a G 'n R show if I have to, I want to meet him. Baaah haha"
4,lmao i am soo proud of my eye makeup..i almost cried  U+1F606
4," haha so sweet,thankyou btw! im thinking about u when i was listening &quot;my heart&quot; too  yeaah i love u too buddy U+1F606"
4,Mayhas crushed twinkies U+1F606 haha
4,"Fergalicious! So delicious  U+1F606 eh, "
4,yh i might  i will probs do it 2morro U+1F606
0,you still using tweetdeck? I miss it terribly.  no internetsssss waaah! U+1F61D
0," I don't think we have any Hungry Jacks here.  But I do have to agree with you, McD's fries are the best and my most fave. U+1F606"
4,watching spongebob again U+1F606 Muhahaha  I love the evil laugh *_*
0,HEY WHATS UP GIRL JUMMM NO ME HAS AGREGADO AL MSN  TE CAIGO MAL???? U+1F606
0,OH my goooosh how I HATE this song U+1F606 I'm sorry if the artist is hearing this now but it's just ugly
4,*SQUEEEEEEEEEEEEEEEEEEEEEEEEEE* Chuck told Blair ILY 5 times. amazingggU+2764 U+FE0F. i love GG right now
4,Just got my toesies done  Now off to lunch with coach and the seniorsU+2764 U+FE0F
0," U+1F606 oh yes, but there are vampires U+1F606 here are no vampires!! "
4,"I came second  my brother won U+1F606 afterwards we went to se the colt at my stable  hes not even a week old, so cute :3"
4,love you 6th street  ..sleeping at amanda &amp; scott's house in atxU+2764 U+FE0F
4,heyy  it's so awesome how everyone has a twitter now! YOU'RE AWESOME! please reply backU+2764 U+FE0F
4," I will  awww, Ilum U+1F63A"
0," yeup, we talked it out so we're alright now . ahh, tfly's done, right? finals for us next week, booo  summerU+2764 U+FE0F"
4,Up since 7:00 am. Waaaay too early. [= Shopping today. I ? shoes.  SOme nice Nikes would be fine. I want that txt thing in germany! U+1F606 <3
4,ROFL. luv ya too chelz!  Seems like almost all of the Gokesters have twitter now U+1F606
0," aw, yeah I had to skip D&ampU+1F609 too "
4,lolz i said i sucked U+1F606 ahahaha. ok we'll do that  oh phew  did u rock up in the clown outfit? LOL. epic dream i have 2 tell...
0," the line was quiet but when he came out, everyone started talking U+1F606 He even walked past me, and I didn't do anything "
0,You broke my heart  U+1F606
0,"bah ... heading to work ... again  but ... its the last time this week U+1F606 next week is prom, but im so totally dont wear a dress ..."
0,"I MISS MY BEST FRIEND  {yes, i'm talking about you U+1F606}"
0,pssh haha dimsum is too awesome to be sad about U+1F606 .. the thing u ddnt make the cover part  .
4,I'm Alive!!!  To the shower! I feel icky. U+1F606
0," Awww, we should watch PPP on YouTube together U+1F606 (They didn't even say when PPP is going to premiere here)  #squarespace"
4,Good Morning  Or not U+1F606 Good Afternoon (16:45 pm in Portugal)
0,going to Haley's party. kind of mad that I don't get Disney U+1F606 so now I can't watch Chris Jericho on Arron Stone
4,Afternoon tweeties  happy mothers dayU+2764 U+FE0F
0,This shall surprise you U+1F606 14- BUT I have been with him 2 years  how old are you? LYM xxx
4,it was  my Dog Coco looked like it had missed one of its herione feeds and went bonkers U+1F606 then my friends videoed :L haha.
4,<- Oh my god. 'Tis Becky  Yay! Who forced you to come on here? U+1F606
0,I feel kind of bad  We were in the hospital room playing D&ampU+1F609 when my friend's mom finally passed away.
4,just qot out the shower ; listening to music chillin  * siqned _ NelllyBby U+1F63A.
4,"I am FLYYYYYYING guys!  Just flying as HIGH as a kite  Especially with all the good news, like a JOB and more weed!! U+1F606"
4,drunkfda twittering is lone of my favorite hobbiesU+2764 U+FE0F being drunk is my PROFESSIONNNNN
4,"yep, good morning to you all  or night or evening or whatever U+1F606"
0,Mig just busted  U+1F62D vs JJ
4," U+1F606 omg girl, hush...i'm so happy, i could pee a rainbow. i hope you're prepared for tommorrow!!! "
4,is doing her errands U+1F606 hope she's havin fun!! hehe ttys swty
4,"eleonoraelitoday I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa U+1F606 it'll never happen ..."
4,woo! all done with FLCL it was....interesting U+1F606 i liked it.
4,haha its fine for me  im worried for my friends tho... U+1F606
4,Iï¿½ll be the best doctor ever  just like a nice version of Doctor House. (hot old man U+1F606). some people say Im sarcastic...me?!
0,"tweevning is another twitter word U+1F606 damn, can't use it right now "
0," Haha, I bet that's gorgeous. U+1F606 So, were in a traffic jam in NY and me and Morgan gotta pee so bad "
0," I have 3 apps that need updating, and I cannot seem to get them to install properly. The badge saying &quotU+1F609&quot; won't go away "
4,"Satellites - We Know, Plato! ][ DIVINEU+2764 U+FE0F PLEASE ADD   this song got featured in a Gossip Girl epi... ? "
4,I have not  Just this one U+1F606
4,at least the &quotU+1F609 things&quot; came within 24 hours of each other
4,bah your amazing  gbuU+2764 U+FE0F
4,Wow thanks a lot!  I can't believe I didn't think of that. U+1F606
4,ahah Pookie &quot; Tanais &quot; is not me  Im TanaisG Now !! ahah U+1F606 How are you?!
4,haha im always turned off by coontails...so it kinda kills me U+1F606 i like the spikes though
0,"Damn weather. God! Whyyyyy?!  Ay, I'm going for a walk anyway. Wish me luck :S U+1F606 XXX"
4,Yess!  we can do everï¿½ï¿½thing on the computer  bcuz we r reaaallly calmed down U+1F606 Lol... propably not... Oo
0,revising again  cant wait for tonight U+1F606 MCFLY!!! lol
4,fusionfroide just discovered what a Sticking Tour    an original idea U+1F606
0,Rain go away ur getting me and my bk hat wet  <Fob is my lifeU+2764 U+FE0F>
0," yeah, i agree! maybe i'll have their chicken salad. it's so tastyU+1F61B haha. mom said we should take the bus! "
4,"  thanks rick, your right this is addicting  ok now im gana force my self to go to sleep. after one more twitter U+1F606"
0,This is getting old now.. I'm sick of crying myself to sleep every night  ..  need youU+2764 U+FE0F
4,YES! LOL U+1F606 I have that interview on my iPod
0,awwwww  I woulda been your myspace stalkerU+2764 U+FE0F 'cause I just started going back on it!
4,i want to sleep U+1F606 !!!! but i have a song in my head that make me crazy and dont know if i write the song or not hahhaha
4,can't wait till the musicalU+2764 U+FE0F   &amp; Hannah Montana The Movie
4,Well aren't you lucky. I know a lot more loons than one...  Most of them appear to be using twitter too! U+1F633
4,Uuuuh New Red Deltas song U+1F606 ^__^ thanks to  for giving me more music to listen to
4,Haha We Are On our way to see you  Mrs.CJBaranU+2764 U+FE0F
4,JokoyU+2764 U+FE0F you're the fcukin best!  it was nice meeting you tonight. and you couldnt find me on twitter ;(
4,Well done!Good girl  You were not in Russia...U+1F606
0,"hey, wow, I have 103 updates already! and I was planning to celebrate my 100th update  up to 200 updates then U+1F606 yay for more randomness!"
4,"  Work on the photos maybe tomorrow, I'm trying the new pattern out now. She's currently headless... is that blasphemous? U+1F606"
0,"So there's this gay couple who work at my restaurant, and i envy their love for one anotherU+2764 U+FE0F "
0,yess  helppU+2764 U+FE0F can you like reply to me it would make my day
4,Hiragushi again?  do you still watch code geass? U+1F606
4,Off to bed! Goodnight LovesU+2764 U+FE0F
4,i love you nick...hope i see you in germany...world tour 2009!!!it would be the best day for me in my life...  U+1F633
4,Pedro from napoleon dynamite raves! U+1F606 Woah. dejavu. Anyways. Damn poopy ppl >_< Goodnight
0," What's wrong lovie?  Heres a jokeU+1F63A tampons are walking down the street, a small one, a medium sized one, and a large one."
4,just watched the new dane cook special  fukin hilarious U+1F606
4,glad your feeling abit better!  I think mine might be nearly gone now U+1F606
4," jiaelah,g jg x.kn ma l jg U+1F606.kbtln aj l nglyt tweet-an qt.yeph,totally right  "
4,Na na niii ;) Sorry.. Listening to N-Dubz.  Poor Miley - can't even escape the paps on her family vaca to the Bahamas. P.S Cool glasses.U+1F606
4,"1) Is realllllllly tired. 2) Has a little tummyache? :/ 3) Wish Mathias would wake the fuck up U+1F606 4) Happy four month, babe, love you "
0,No  you're better and sweeterU+2764 U+FE0F
4,Yeah  Im gonna come ALLLLLLLLLLL the way to Canberra to stalk you. U+1F606
4,i miss rose. &amp; im kinda feeling weird.. but im listening to our song  bffffU+2764 U+FE0F &quot;two worlds colide&quot; -  sorry if i spelled it wrong
4,Smoking Maryjane is my favorite thing to do  speaking of ima name my daughter Maryjane Lakoda. Lakoda is mrijuana is latinU+2764 U+FE0F
0,i can't stand my crazy rooooommmates. they drive me mad.  OHWELL! off to M&ampU+1F609's house for a fantastic weekend!! <3
4,Just got home from the mall.  We went shopping. ) YAY! U+1F606 Haha!
0,staying home today  but i got the pictures from san fran today! U+1F606
0,"still misses him  and worries like it's her job or something.. >_< Work's fine; an interesting coworker, ha! U+1F633 Lots of typing, what fun!"
0,The design for the Shirts is ready now!!! Jihaaaaaa! But I miss someone  <3U+2764 U+FE0FU+2764 U+FE0FU+2764 U+FE0F
4,your new vid is funny  U+1F606 high school musical
4,they are hahaha  very jealous U+1F606
0,"oh yeah i forgot, i have cut my hair U+1F606 so no more Emo hair "
0,classes suspended kasi H1n1 postive na ang school namin  haha plastic ko U+1F606
0,Gahh its raining  <Fob is my lifeU+2764 U+FE0F>
0,In L&ampU+1F609 triage not in labor just sick as a dog
0,lol that was so funny U+1F606  melissa i have really bad stomach cramps
4," haha  I love Dnt Regret It Now with Tyga <3 But just randomly, DeLeon sings on Tifanny Blews! Haha like one line.. U+1F606"
0,Im guessing hes not goin to call after all.  i wish he did. ImpU+2764 U+FE0F cant wait till hes back in sd
4,"finished everything she needed to, and got some anthro project done  good productive night! Goooodnight twiggassU+2764 U+FE0F"
4,know. hahah U+1F606 what cha doin?
4,Liz!! Sean anwser my coment  wouw it's amazing i don't believe it U+1F606
4," my student diary in BLACK &amp; WHITE! &amp; i gonna add more!  plus, this guy i hate would be xtrmly pissed at me U+1F606 he h8s u guys."
4,Round danny's atm...U+1F606 School's finally over   BRING ON THE SUMMER! ...and i cant wait till prom =]
0,U+1F61D is showing no love for top sites in Safari!
4,Happy birthday miranda  hope your b-day was AMAZING &amp; you go everything u wanted! xo your awesome love yaU+2764 U+FE0F
4,Did you txt me that? I got a similar txt and I don't know who it's from U+1F606 Thanksss  xxx
4,I'm goin' to the bed U+1F606 See you tomorro!
0,attending my last day of high school.   i love seniors09U+2764 U+FE0F
4,Run windows on your mac (VirtualBox) Download:  You'll need a copy of Win U+1F61D of course
0," haha no, unfortunately not  still there's lots of greenery, and THREE barbecues (my parents are mad LOL) U+1F606"
4,is being allllll cuddly today  I waanna feel loved!! U+1F606
4,"Ended up jogging to Jelita to buy food with the sis.   Haha, yeah.   Holy guacamole batman it's 10 years old. U+1F633."
0,<3U+2764 U+FE0FU+2764 U+FE0F Just got done cleaning! YAY! But now ive got to Babysit     <3U+2764 U+FE0FU+2764 U+FE0F
4,'For u i would happily drown'  - from a 12 year old BC <<3BCU+2764 U+FE0F>
4,is loving life i cant wait for summer  BeachhhhU+2764 U+FE0F
0,omg i so wish  was opening for jonas brothers when there in the uk to bad mileys on tour at the same time  aww wel dec 27th U+1F606
0,shiushh... tomorow iÂ´m going to Palmela spend a few days with my friends! but... IÂ´m going to miss u sooo much BFF...  LUV U!!! U+1F606
4,oh oh found some clothes!!  And i love em U+1F606
4,The Vidio is U+1F606 HAHA funny U+1F606 The song is very awesome  Sounds goo
0,going to collect RuroKen today U+1F606 they hadn't been delivered yesterday
0,lol I'm just gonna ram them in.. Hopefully I don't bleed like I did last time  lol!!! Too much info sorry U+1F606
4,smelling perfume samples!  HOW COOL AM I! U+1F606
0," i am lol'ing right now thinking about it U+1F606 but yeah, zq getting mad makes me  leave him &amp; his steak friend alone! lol"
4,:  lmaoU+2764 U+FE0F
4,Just found 'You'll be in my heart' by Phil Collins on my ipod  tarzan soundtrack rules U+1F606 wondering if anybody actually reads all this U+1F606
