emotion,tweet_no_emojis,emoticons
4,"rain already!! D gah,.. anyway, today was fun. lost my threeday headache. ADVIL  e 2007  thnx gene. tnt are banned from scotty's ha,",😆
0,Awwhh!  i hope you feell better,❤️
0,LOL. wanna know what i dreamed about yesterday?  i feel naughty just thinking about it.,😆
4,Scary  but a eerience  I hope you got a picture you can show at home,😳
4," ah goodeh  cuz you can get anemia, then it turns to some cancer in your blood omg i re-read the story lol, loving it ",😆
4,Pyramid Plunder all the way to 99. The only down side is that it's hard to chat at the same time. Good  tho,😝
0,just got home from the A's game they lost  but on the plus side i got some good pix of Zito,😆
0,the pics of no doubt and paramore never showed  but they freakin rocked in concert. ive never had more fun in my life. girls love you,❤️
0,&amp; yes joe u r smart &amp; yeah I have to read the story &amp; lunaa Im gnna die  Im listening to eminen its been so long !!,❤️
4," lol, maybe.  But yeah, I still like Captain Kirk and Spock.  I'm on the verge of becoming an Obaniac. ((:",😆
4,Yay Debby Ryan's bday party!! I Love  Whoop Whoop In&amp;Out after  Mrs.CJBaran,❤️
0,its not that long..8hrs cos I went asleep around 20am cos I was on twitter  only pete wentz was here,😆
4,Arï¿½ baba!  Boa noite,😆
4,YO  hmm nothin much &amp; yourself? havent spoken to you in a while,😆
0,First time waking up so late at my house wack dreams!,😮
4,hahahaha her revenge Is gunna be hilario  just imagine her walking into a shop to buy condoms,😆
0,I'm Working ! So sad    Enjoy your Saturday na ka,😆
0,Still working  boredd... So now dropping the message  Just take a look at my Page  Thnkyouu,😆
0,omg why are you reading my mind  well I'm saving money that's the problem,😆
4,... downloading apps for my iPHONE then mimis  shopping tomorrow saw some cute wedges that im buying.. ASAP haha,❤️
4,Oooh! Apple are in the trending topics again!  Yay apple!,😆
0,Its pouring  <Fob is my life>,❤️
4," Thank you  I liked Joe's clothes' being ripped off and then Kevin screaming, &quot;Who are you!?!&quot; ",😆
0,in college waiting to do my maths exam  hope it is easy so i dont fail,😆
4,gonna make pancakes  or try to at least.....ill tell you how it turns out....,😆
0,is back from southsea  yar got a top Â£6!! thought it said love stinks but it says loved up  lol  and is watching Home provement,😆
4,(REquot;your joint w/  is crazy!!&quot Thx    Hey Trax heard a 49er rear ended you??,🤐
4,I finished 3 last night  read one this morning and reviewing book 4 right now  book 5 is almost done~!!!,😆
0,I just cut up two jumpers quot haha stupid me oh well my nose hurts too  am gunna bathe it tonight xo,😉
0,oooop   #BSB #BSB #BSB #BSB #BSB #BSB #BSB #BSB #BSB I really want that pass,😆
4,yeah.  were so close already!  i can talk to u about anything!  i love u gurrl.,"😆,😺"
0,"thinking about morning  OP, raised preflop 3510 rainbow flop big pot, I vbet 3 callers. turn 7. I vbet.. river 5, fishy bet, get raised ",😭
0,and now I'm going to install Windows  on it..,😝
4," I Know Right WTH?  They Have Already Got  522,806 views On Youtube At Least We Got In The Top 5 ",😆
4," epic.  they better find a solution quick, or demand money back from them, even if they have nothing to do with it. ",😆
4,A very talented kid from Norway  Nice the Uk didn't end up last this time (we Spaniards did ),😆
0,on my phone? Idt i can  <Fob is my life>,❤️
0,"fuck life, wish i was wid u babe xoxox i miss u ttttttto much ",❤️
4,moring to you  this is a nice time to wake up,😆
0," poor lene  but now ur eating right? hope your ok, and just call if you need anything",❤️
4,hahaha.. i don't even care about the song playing right now. lol  i jst wanna hear david,😆
4,huh uhu...i see dead people  abhalte kann ich dich ned,😆
4," yesh, i know  cus im a smart goober! ",😆
4,if only we could.... -.- i'm sooo bored... glad we have our break now..  lata...,😆
0,House is too quiet w/o kids here  Will see them tomorrow  Taking sons 2&amp to the Dr :-\ Going to Son #1's Award thing at GA Tech,😉
4," Hola, betchfaceee.  Things are going great. What about you? ",😆
0," no,u should help mee  you promise me remember?ill go with u to c9 if i done my homework ",😆
0,when did she come in?  that's all i wanted to see and i missed it. well boo.,😳
4,I'm going to your concert in Las Vegas  I'm really stoked! &amp; I'm buying your new album as soon as it comes out. You're amazing,❤️
4,@ coldflame95  well i think you are nice  im straightening my hair ^^ what kind of video?,😆
0," Henna please stop bringing yourself down, cuz it makes me sad!  its his loss and bewafaa nahi hai! ",😆
0,i knw how you feel  when ithought it was broken i couldnt use for 2 years @-) it sucked ass,😆
4,rofl goin 4 real! bye bye!  Luv Ya Lots Every1!   bbl ~AmyHatesLife&amp;AmyWantz2Die~,😆
4,the true measure of love is love with out measure..  ...,😆
4," Nah, you're not old!  Lots of people don't know what &quot;&quot; means. But it's good you know &quot;LOL&quot;. ",😆
4," Hey cashier is cool, I love fastfood! Haha. Any discount para yo? . And yes, they better release ZG before the summer tour! ",😆
0,i miss you..through all the things we have been through..i still miss you..  i feel like blogging.,😝
0,"Chatting with Emma on Facebook  Facebook is gay, but she can't get a myspace ",😆
4," Luvn my new soft pink, lacey....ooop'ooop",❤️
4,yes  HAHA  I hope you'll like the intro  and don't you dare leave me again  or I'll kick your ass  lmao,😳
4,Its offically May 2nd ..120 AM,😆
4,"*yay* had trouble with my partition table  root is now on hd0,4  grub didn't know... and i had to change my fstab ",😳
0,It was just a bad day  I'm sorry you didn't get to hang out,😆
4," OO *is startled by the ping signaling a new tweet!*  Yay, I'm not alone in the Twitterverse! ",😆
4,Cool.  What's your sched for tomorrow?,😆
0,Bored  Need talk with someone please,😆
4,"had a good time today (third in javelin, NOT last in 400 ) and is loving Beautiful by Eminem  Will definitely be number 1.",😆
4," hihi this is random, but im listening to your old ( ? ) song one in a million  i  it!  its really cuute ",😆
4,Im listenin too Star Girl   Im so gettin back into them. Yay,😆
4,I figured  I'll look into my list of original fics next time I'm on the computer and hook you up lol,😆
4,Hey! It is Lewis From TiBB  I am following you  Having a nice day then?,😆
0,AHAHA!! well i'm sry gurl!  i wish i could give that old man a piece of my mind!,😆
0,I miss Blaine so much  got to a lvl 8 last night...wow is hard,😵
4,yeah ice coffee  actually lots of people dont like coffee,😆
4,im watchin Alladin on Disney,😆
4,I'll be there for you,😆
0,Virgin music store is done in nyc so sad and depressed  ima cry <Fob is my life>,❤️
0,no  but that would be fun! We bought a cake mix.. it's so pwetty  I just put it in the oven!! i mashed bananas ystrday!,😆
4,what ways is there   i love my zack,❤️
4,Seems that I'm having one of my &quot;kewl-mooded&quot; dayz somehow  Probably. Or I should drink less coffee?..  argh. Need to buy coffee.,😳
4,to all mothers out there... or even soon to be mothers > happy mother's day y'all,😎
0,lost my ball to my piercing  boo. i want foood,❤️
0,HBO doesn't post full episodes  someone wanna record new true blood for me?,😆
0,"Yeah I go tomorrow party â¥ Soo many boys and music, and DANCE! AMAZING! Miss you BFFL  GLG 4ewaLife   www.girlicious.gportal.hu",❤️
4,iowa!  i'll be at my second home tonight.  I'm feeling so much better. i HATE tonsilitis. =(,😆
4,yes very cool  someone gets a new iPod  cool man,😆
4," Yeah  i've been on for 2 years, I'm the voice of a sockpuppet but the rest are movie music videos  I'm Jellojellybeangirl n,n",😆
4,continuation..I love ur new album! i love all of ur songs! especially YOU CAN!  soo sweet and touching! LOL!,😆
0,"wow 17 updates gtg in 30 mins mum needs my help  be back on at 7, 6 followers and i just joined thanks! twitter is addictive lol love it",😮
0,ohya tweet-ers HAPPY ANNIVERSARY TO ME! its quick becom 8mnths ya loveuboyy but..fighting are not fin yet,❤️
0,"is at the hospital   why do my knees fail me, I hate my life so much --- my summer is ruined",😭
0," True- I hated Number One video; hardly showed Tulisa Though to be fair, Tulisa&amp;Phase did nothing in that song ",❤️
4," goodmornin  as soon as i saw ur pic, it reminded me how embarresing it was yesterday. with oliver&amp;peter. it was fun tho ",😆
0,i miss you so so much way more and awish  its okay me to you know studying  ilusdfm,😝
0,i did my best  4 of my friends added you -.- but whats with twitter thats mean! germany supports YOU!,😆
4,"  i love that show. I would totally go on Time Bandit #deadliestcatch TPGquot;Love ocean, crab legs suspense&quot; ",🤐
4,..well thats nice  erm why?,😆
0,bye mathews!!!!  bahaha i still smell like you,😛
4," Hehehe, I've seen that around.  It's quite fun, actually. I really should use it more!  Thanks! ",😆
4,Rain how fun! lmao  sneaking  in some love  lmao  Iphones in rain how amusing... (About to tell campfire stories) Xo lol,😆
0,Haha yeah i guess i was just inspired Ughh my stupid computer wont load all the pics.,❤️
0,Needs to figure out what to do about moving?! really need some money!  Feel like i could be out on the steet for at least a month,😟
0,what happen girly  i love you sexyy mama,❤️
0,Listening to jesse McCartney Body language...heading to work soon  Baby I love you so much,❤️
0,: somebody by depeche mode because it sounds so lonely,😭
0," but but...i'm missing the footy show  d/w i get the obsession  write u a story? lolz, i'm the one with a headache here  -__-",😆
0,my lip piercings have been killing me lately  I'm not sure whyy. fml,💔
0,i'm lonely... anyone wanna talk? Come on ! You know you kant ressist me !!,😆
4,ahahahhahah What is wrong with that boy  Thats great ahha  How are you today?,😆
0,I'm listening to 'Everything We Had' By The academy is... how sad  i was BAWLING when i saw them perform it live! santi,❤️
0," imy too manda  I wish you could come w. rachael to see me! ill be home mid august though, it shall be glorious",❤️
0,grrr... playtube doesn't want to work...  now i'm gonna cry..,😆
0,"i have to go now  mum's making me help her with her cooking thing  wish me luck  see u at 7, 2 hours of?.. tell u when i back",😳
4,"is reading Artemis Fowl, there actually quite an excellent read  Thanks Cooper ",😆
0,anyone know any good screen capture programs for ? Scrnshots desktop app doesn't seem to be working,😝
0,Silent hill is the only game that does this to me  this whole nervous-twitchy-oh-god thing,😆
4,"  see this photo, is it nice?  ",😆
0,Can I only vote once a day?  So IÂ´ll vote again tomorrow! Kann man &quot;online&quot; steigern? Dann ist Romeo nÃ¤mlich am Onlinsten.,😆
4,Is offffff now  Camping tonight with the girls including  +   Will be a blast!!!!!!!!!!!!!!!!!!!!!!!,😎
0,well... iahve to work @ 5  lol melissa,❤️
4,Had a nice long day with my b/f and got a surprise visit from a few old friends  Now... off to bed,😺
0,- me and julia were twinz that day  im blurrrry,😆
0,You are??? O shadeeee  now I'm going to have small chances to win;( oh well,😆
4," I'm in a great mood, but ... I feel a little guilty Q_Q ",😆
4,"Laying down w| the mom and steven watching a movie, sleep soon to wake up redicously early for schoool. Then possibly a baseball game! ",❤️
4,Can't wait to go see A&amp - glad to hear its great.,😉
4,same here.. wait nvm i only have a littlee bit  haha  go to funnyjunk.com  im lmao cuz its so funny !,😆
4,thats cool. My mom is a teacher in Burbank so we're always like right there.  ahww i wanna go to the Bahamas!,😝
4,your video is now being eorted and will be uploaded asap.  p.s. the post office yelled at me for not having your LAST NAME.,😆
0," It probably was him, he's always driving with his mom.  Awh, I miss him so much. ",😆
0,yeah I missed my happy meals ahh cow!!  I got us lost trying 2 find a mcds.,❤️
0,cant sleep  thinking about everything and needs a taylor swift song,❤️
4,i wrote the sms for natalie but i forgot to send it !so i did now,😆
4,Yay gamestops across the US r done and cant do any &quot;Credit&quot; transactions ... Except for alaska lmao... Which means for me an easy day,😆
4,Laughing atquot;You know what will happen&quot;  priceless,🤐
0,"I cut my leg really bad and it hurts  I can't sleep in pants, so I guess that means I'm sleeping in my King Of The Hill boxers ",😆
4,"tonight was epic!  All Time Low tomorrow, super stoked! listening to some secret secret dino club and getting ready for bed, night loves",❤️
4,Untamed Heart such a cute movie to watch,❤️
0,I think she just admitted to tree humping... I alone to chair humping... And whatever  we're not allowed to be as obvious,😆
4," LOL you gooot that riiight!!  i mean, how can you not twatt about something so cool ",😆
4,"GOOOOOSH!  Look at this!  My twitter is full of Blink 182 songs aehaeuhaeuheuaheauhea!  No matter, just LOVE it ?",😆
4,Bored at home cant wait for the weekend hope its as good as the last  [baby i cant get u off my mind],❤️
0,D&amp play-by-play liveblogging on twitter is like a dork trifecta! wish I were playing  #nerdgasm,😉
4,Scotts the only guy for me   Good night,❤️
4,im going to my uncle's condo finally lol,😆
0,graduation is over  going to miss everyone,❤️
0,Saint Augustine is so great Im misssin my baby   so much,❤️
0,"Makala was beautiful but my poor day went down hill  , but once again was reminded that I have amazing people in my life. Thanks M&amp",😉
0,lalala  I miss  so much,😆
4,"church then chicken alfredo, then rollerskatin' noow wings  what more could a girl ask for?awesome day",❤️
4," hehe  x ?eah, later on the? are",❤️
4,Morning  time to get up for BC,😆
4,HUNGRY  Okay too lazy to LJ but I got a new userpic which I want to use,😎
4,ahah okay dokaay  lmfao uu readyy babee? D' ahah duhh nick is so hoot lost in the desert  LMFAO  but srsly he is,😆
4," Windows  is a good start, Angel!    Do you know how to use and of these: Word, PowerPoint, Excel, or Access?",😝
4," Aww, I'm glad you liked them  I love collecting things like that so I had to be an enabler  and oh yeah, HK is the BOMB!!",😆
4,Mall wid the friends  Tice,❤️
0,the 2 headliners for next year cost more than the whole main stage artist fees this year  that's why there's no stage 5  wont even like.,😆
0," haha  Ð¡Ð¿Ð¾ÐºÐ¾Ð¹Ð½Ð¾Ð¹ Ð½Ð¾ÑÐ¸   i'm going to bed soon too, so tired ",😆
4,"hahah  im sure ppls thinks im crazy now imfao  im writing about my problems,but WHO CARES? -.-",😆
0,"'ing in lineage 2 at work, but worried about my guinea pig ",😝
4,"Good morning, world!  Due to what I'll call a clerical error, I got up an hour early today  On the plus side, I got a free train ride!",😆
4,Is at Nina's casa.   ~AfterTonight,❤️
4,yea weird.. i know !  but yesterday it was same... i woke up so early! ... im weird DD and today no tears hun okay?,😆
4,mmmmmm.. I'm doing... fine thnks!  wht about u?,😆
4,woooo! i got your album today  cant wait to see you guys this week,😆
4,Just read a couple of pages from Twilight It's getting interesting,❤️
4,no school today!  have just watched the McFly DVD! its brilliant! and Im on it  lol.,😆
4," oOoh, I thought &quot;9quot; was some weird smiley and I was going to see a brackenwood sequence storyboarded..will check it out ",🤐
4,I've been watching it via Boxee for Win : usually gets the whole show but sometimes chops a bit off; is legal.,😝
0,: OMG! i cant believe that we graduated from ROSELANd !! mann imma miss that place   and the people in itt   but ..SUMMER.,❤️
0,Goro left and right  za tebe te pitam mila. miss youuuuu,😆
4,strawberry milkshake...mm nice  lol and then ..some ice cream,😆
0,Yea she prob is  but im bored so am trying anywayz lol,😆
0," &amp; when I'm in my house, I'm so tired that I don't even look at the computer  too bad I don't have internet there ",😆
4,it was sooo funny yesterday  .. girls ?! luv yaa  going to be the newspaperlady soon,😺
4," Hi Demiii! Are you having fun?  Love you so much!  By a girl that can't wait to see you here in Italy, if you'll come..! ",❤️
4,"was eating ham, i am pretty bored sooooo you should talk to me ",😮
0,I feel like cryin. Fuck! Miss my baby. Want my smile.  {WeDoItLikeItsLegal},❤️
4,wish you luck  lots of love .. good luck as always .. girl you're gonna rock the whole Germany - show your love girl !!!,😆
4,aww. need to go na rin. replies.. later na lang.  .. may gagawin lang.,😆
4,I looove my chocolate milk  R.I.P Grandma,❤️
0," i live in australia. your too far away  i love you, your amazing",❤️
4,"Finally happy with my first paper  Not that I got any farther with my second, but, oh well... ",😆
4," haha, school is almost all the time boring  yes, only one hour to go! ",😆
4,is under 's influence! Haha. Has been drinking bubbles tea everyday this week! Oh man!  -,😭
4,check out my BLOG. /myrobotislobat.blogspot.com please leace a taaaag!  thanks.,😆
0,if that doesn't work then I have no other way  so yep please still send  thankies heaps!,😆
0,got windows  now running on my ubuntu laptop via virtualbox. Hey don't blame me it was a necessity. No mac emulators will work,😝
0,gotta get ready for school now byebye twitter for 7 facking hourz   ahh  bahaha...once i get home imma read all the interesting tweets!,😆
0,Im freeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee!  I whant the boys to spam kzaa  That sounds a bit wired,😆
0," haha. i guess.  that sucks, that u just figured out u like him as school ends.  do u know his aim or anything? go try to",😆
4,back from dinner.  i'm now eating a lemon muffin. LOL.  sounds weird but tastes great.,😆
4,Gooood party last night (: Although I am extremely tired now.  Off to bed to lounge around watch tv and sleep all day,😆
4,bought my pink ipod nano 2 days ago  will be delivered this week. YAY!  &amp; hopefully getting ears pierced again in a few weeks,😆
0,Dudes wearing brown flipflops  and yeah but it's more for midlife people for teens it's boringgggg,😆
4,First mobile update!  umm. . . I'm just watching TV. Gonna watch a movie tmaro with the Hensons!,😆
4,F.R.I.E.N.D.S  remember that show?,❤️
4,"Cu?i n?m, thy th? ?ï¿½ shog  thï¿½c lo?n ",😆
4,Thank you  will do,😆
0,Going to bed now  cause my whiny kitteh won't quit bitching until I do.  that &amp; my hands are turning purple *shivers*,😆
4,Going to have dinner. I'm tired of studying. Btw too much study isn't good for my health  Tonight we'll have pizza  YAY,😆
4,me too  whoop whoop haha,❤️
4,Yay  just 4 hours  Then school is over,😆
4,i juss had it so ii cant  but in 10 minutes is gonna start one of my fav program soo  uu so slow lauren conrad copier,😆
4,Have a great day TTYL,😮
4,It's been a good weekend  One more day to go. And totally am looking forward to next weekend. Halfyear,❤️
0,going to bed now. tomorrow it's getting a hard day  just work,😆
4,Omg Ahh Have Fun In CT With Push Play  I Really Wish I Was Able To Go ! I Miss You Lots and Miss The BoyS Mrs.CJBaran,❤️
4,Goin To dance! Matt Ashton Is A Wierdo!!,❤️
4,good morning disney  fun day ahead. fingers crossed i find jack!,❤️
4,&amp;  You two crack me up!  Seriously.  LMAO,😆
4,haha yep saw it as well and haha I know!  can't wait to tell him the &quot;good&quot; news tomorrow,😆
4,"  - Cause I'm cool. Hence the name!  That's crazy, abstract, artistic twitter stats? ",😆
0,im leaving nyc  i dont wanna go  <Fob is my life>,❤️
0," u do have a real job, being a rawkstarrr  ohyerr come 2 Newcastle and visit mee, I'm sick ",😆
4,HEEEYYY! I got 2 A's &amp; 4 B's on my report card! I'm getting a credit card  Don't hate congratulate !,😆
0," im sorry, i was distracted by my oneshot writing  Heyo! ",😆
4,Happy Mother's Day  ..Mum? I love you,😺
4,Good morning ! School for 2hs! and the competition's results are going to be posted today .Wish me luck,😆
4,"going to upload a preview of my angus, thongs and perfect snogging -video  i have like 24 seconds right now  but whatever ",😆
4,"Muhahahaha 8 for Czech, and Slovak players are beating up their keeper   I do love this particular game a LOT! ",😮
4,"Just gotten up, I'm hungry. I might have a baked potato as a kinda brunch  Sophie's going to be calling me later ",😆
4," I think I read that as 'sore from the bathroom'. I was gonna be all, thanks but no thanks!  I'm super fantastical thanks! ",😆
4,"our national day, yaay ^^  uhh, and Norway won the Euricvison thing   I'm almost proud  ehehe.",😝
4,had hella hella helllaaa fun at Ken-ya dance! Hella exhausted but I'm still up! Love love looove Super Cr3w,❤️
0,i'm home sick  but at least exams are over now,😆
0,&quot;Joe: How much you buy the malt balls for?? / Mike: A nickel.  / Joe: How much you sell it for?! / Mike: A nickel. ;( *sniff*&quot;..... hah,😆
0,well yeah aha  but my dad won't wake up  but i'm so gonna get it!!!,😆
4,DISCOVERY IS SO COOL ! watching a haunting...,😆
4,is going to the movies!  my studying can wait or tomorrow,😆
4,Can't believe that he added me.  ~AfterTonight,❤️
0,is soooo bored. gawd. today's been crap  grrr.... me no happy lol,😆
4,The Show was touching  cry very veeeeeery much  ( I hate this) Well Good Morning Twitter's !,😳
4,I see more Justin Timberlake than Michael Buble.  but both are quite fine so your good either way,😆
4,Thinking of you Can't wait for saturday to come   Watching smallville and eating soon time to Look for a job /apartment in JKPG,❤️
0,-canceled for YEARS ...sadly,😆
0,Awesome!  Sorry for staying there for such a short time.  Looking forward to another stream. Do more please?,😆
0,&quot;Someone who is in Oslo atm? I'm bored!  haha&quot; I like it... Say something else... haha... Have a drink of water,😆
0,work  i'll be here until 50! bleh... Stefani...<,😺
4,"Ugh.. Im tired but i don't wanna go to bed  btw, 17 Again was AWESOME!  Uh.. im so bored.  Well well, i always find something to do.. ",😆
0,aww i miss you tooo  it sucksssss  i gotta go now though  iloveyouu,❤️
4,i hopee it rains tomorrow.. but mikeys game doesn't get cancelledd justt the volleyball car wash,❤️
4," Ron/Krum? Mm, Hermione/Cho  the one I like the most is Snape/Hermione ",😆
4,"well, i'm tired and i have a super long day ahead of me tomorrow. going to bed, and turning off the phone.  tweet love to all g'night!!!",❤️
4," Nope, doesnt faze me  I guess its coz I've done it way to many times! over 30 i think ",😆
4,"had cold rock, choc mint+bubblegum+cookie+flake+nerds= YUM!!!!  .  had a fun day. ",😆
0,ok ill accept that,😳
0,i know! I want the listener on  Yesterday's episode was,😆
0,Soo this early evening what have i done to deserve a foreign language?? i see what you mean though. i wish the same  skype!,😳
0,no yoga this morning  but Wave Machines later &amp; then an evening of Burlesque,😺
4,wow. just saw --> i have 69 updates  but here's my 70th. so epicfailed maths today  yay. athletics 2moz ... persevere,😆
0,LOL typical man  but you're making me hungry now too  I want a barbecue this weekend now haha,😆
4,Fun Saturday Night downtown.  &amp; a hot to mild Sunday,😳
4,WELCOME TWEET LETS GET THIS!!!!!!!!!!!!,❤️
4," no it's boa tarde, as i get bck from work now  i'm in the middle of my day  well bom dia to you though",😄
4," ha, my dorm room was plastered with Patriots stuff, back in the day.  I'd love to see yours! ",😆
0,I hate being a leader . It's just not my thing. But I have to or else the whole class will suffer,😩
4,haha  whatever you ;p haha i know,😆
0,i cannot believe my eyes are watering over Princess Protection Program Movie   SO BEAUTIFUL!!!,😳
0,has a headache .. its to hott  .. happy daddy's day !!,😆
4,Atm Loving Andy  - xxxjessicaxxx: DUDDDE we should hang out one day,😆
4,yesaaaaa 6 followers   welcome to my universe!! thanks for joining  how r u ?,😆
4," raeeeeeeeeee! im gonna need your help with this twitter  but anyway, its like 12AM ! and love you toooo ! ",😳
4,"yay invited my friend to sleep over tonight, so we can get the tickets tomorrow morning  NOVEMBER 14 BABY!!!!!!!! ",😆
4,Will.I.Am is craazy!  hhaha love him!,😆
4,"  - I fell 4 Java &amp; was HK'ed by the age of 5, don't worry, just check your colon ever 50 years ",🍈
4,Heading to the store for ingredients for my Celtic Potato Leek Stew for my D&amp game today.,😉
0,less than 24 hours till demi concert! ahhhh cant wait i wish my non-blood non-live with brothers were coming,❤️
0,no work again today. hopefully tomorrow. off to boston pizza then maybe a board game night? I hope so!,😆
4,pauly wallly ! you made my life fucking happy as hell and i love you  you should reply back to me,😺
4,- wow u all look cute  but Dougie looks sexy tho,😆
0,nt yet! it was jst a moment after leaving uni  &amp;had 2come bck home again.I look like a prawn more than like chocolate,😆
4,I think the  is confusing ;-) can't believe that many peeps will know that it should be a heart,😺
4,"I need some sleep badly;;off tomorrow, spending the day with my babe  070608",❤️
0,That sucks! Going to Belleville hope you guys can borrow some stuff.. was only going to see you Stupid van stealers!,❤️
4,LINCOLN TUNNEL i love new york so much.,❤️
4,it really successful and really amxing,😆
4," aww, you could always borrow one of their jumpers  cheer up matey ",😆
4,"I waited up for the Sniper update and now it's here, I can't be bothered to play it  Ah well, Blogging now ",😆
4,School today  Track practice  Track meet tomorrow at home against Romulus,😆
0,really sonny? do you realllllly? LMFAO. and wtf did u do to your foot now   i kiss and make it better HA (maybe not),😆
0,Just got homee. So much fun in the car but im gna miss u   hahaha ohhh lynn,❤️
4," Aww, I call my kitten Cat too  Sometimes, I call him Nocturnal, Pinkg Pong, and many more ",😆
4,haha  no doubt  LMFAO im gooodd (: what about you bbyy? lysmm,😆
4,PLEASEEEE YOU SING IT DONT FORGET AND LA LA LAND I LOVE IT  and cogratulations for your voice is amazing with your talents!,❤️
4,shenagians!  my team is awesome,❤️
0,"bleh bleh bleh im going to miss  the last day of school, but ill be in Floriduh. Their goes my perfect attendance! ",❤️
0,Ms Windows 7 went on to my eee top touch screen pc ok. But the touch interface isn't much better than   ie vpoor no big buttons oh well,😝
4,feels great after solving a minor but long term problem with 3ds max just now!  Maybe I should try animating the avatar after all?,😆
4,douchebag is just bad enough not to vulgar like the crumbs under nancy's table come over and watch true blood prease,❤️
0," blah, my legs still hurt.. stupid steven. ",😆
4,I'm waiting for my momma to get home I've missed her  gooood night Twitter babies you all are in my prayers I love you,❤️
4,candy mountain - candy - mountain - candy mountain  charlieeeeeeeeeee,😆
4,good morning  i didnt go to school  yyaaayyy  later im going with my brother to tel-aviv  LOVE YOU PPL,😆
4,,😺
4,u deserve all the happiness u feel. dont ever doubt that.  i believe in u -dontletthembringudown  see u  NY/NJ/PA shows ily,❤️
0,oh no that's very sad  maybe Boys-PArty or Guys-Party ^^  but that will be very cool also without sebi,😆
0,"i hate keyboards, They always distract you with there awesome sounds!  They have popcorn on the keyboards at school! ",😆
4,"Omg, project prom is funs  I thought the theme of Las Vegas was lame, but it's really fun ",😆
0," Yer I saw that, I've had early morning for the last 5 weeks  lol I do look a bit odd ",😆
4,"  - Awwwwww!!!! Cuutteeeeeeeeeeeee  I have a black cat, her name is Betty. Whooa Black Betty ",😆
4,I gots a beta fishy! His name is Jim Bob! Thankies Lauren.,❤️
4,I like how the binary code under your name says ZirconCode as well.  It's looking very nice. Better than before.,😆
0,lol my bad  lol i dun gave wrong link,😆
4,"today I've got b-day  yay I wish, that some celebrities wish me happy b-day xP haa  it'll never happen ...",😆
0,Yay for brand-spankin' new phone!   but not for losing speed dial settings &amp; locked messages!  Guess it was time to let go. Haha.,😆
0,haha yeah?  can we go somewhere close? i'm low on gas money.,😆
4,eeeeeeh ounds tuff *^*!!! :hug: youll do great,❤️
4,sure i do  why? my twitter even found Maxi but he's not updating...shame...,😆
4,MARY- gutan wuhh?  CARA- LMAO HI!  ROSE- good  DUCKY- helloooo!,😳
0,if you don't come to freakin Peru I will cry  ....,😆
4,drunk in new jersey. i like americans &amp; cancadians  but also: yay for europeans in new jersey  haha. i never want to leave,❤️
0,can't find her mummy on twitter,😆
4,Hanging out with alisa today  gonna be fun,😆
4,yay I got a hug back  - btw how many updates do I have ?,😆
4," Finished one campaign on L4D, it's fun! Took about an hour I think. Really want a copy of :TC, just my kind of game. ",😺
0,"teaching my dog how to walk on a leash, its so hard  anyone have any tips? my dog hates it so far ",😆
4,deffos hang around the city  celeb stalking?,😆
0,"Sitting in englishh ... Boredomm    I hatee English, that soundsbad ... i hate the subject .. i got a B haha .....",😳
0,"  in Noodles World, the ppl r all wearing yellow to remember yoooh, cept they always wear yellow ",😆
4,okay  I'll have to owe you then and I'll use the gift-card some other time  (no I won't give it to u ),😆
4," You're welcome, Mary Ann!  Searching for terms was fun. ",😆
0," I always feel like a total weirdo no matter where I am, its part of my charm   I'd offer to go with, but have alternate plans ",😳
4,Whats UP children of WYD wanna talk in GAME   SPecial Thanks thyrene for helping me and also GM's,😆
0,Back home at the Black forest... now i miss my friends near stuttgart   god damned!  >> Could it be Love when i want to kiss him? <<,😆
0,feeling lost without my p-nasty  he is off having an adventure with my dad and brothers...ugh. come home soon my love,❤️
4,"Texting cheska, lotta and cedric reyes  , chatting with danes ",😆
0,wants a lot of things... but what i really want now is a hug,😳
4,yesterday I was punish =( but today NO!!  ï¿½i have a record! ï¿½4 followers !,😆
4,Hhaa Whoo Lol  &quot;a golden exit&quot; - that song is singing me to sleep. goodnight friends.! Mrs.CJBaran,❤️
4,I like staying up til six thirty in the morn.   .PYSCHO[BiLLiE]BiTCH.,❤️
0,off to school...only one class today ....be home after 110...only to study for my psych final tomorrow,😆
0,At stage of day when I am awaiting 4 PPT decks &amp; 3 spreadsheet workbooks. Can't go until signed off.  Likely to be here . late,😔
4,Is standing outside with age its sprinkling  Omg.and that rain will kill us all,😆
4,The geeks  Found out that ang onti lang pala ng Dress-ups for Sporty girls,😆
4,haha i loveeeee him  he's amazing in taylors video though,😆
4,hello from work  how are you?,😆
4," DreamHost couponquot;SENSONIZE&quot; $97 OFF!!  Your $97 bill is on me, enjoy! ",🤐
4,aww britains got talent was good  btw.. ZERO!!! blast offff  (tbs todayyyy),❤️
4,tweet tweet x) .. I'm going to buy the cosmopolition  I never bought it before  haha .. pointless tweet ^^,😆
0,LOL!  Hopefully not.,😆
4,Snow Patrol was great yesterday..  Loved them... The support act was weird  Didn't like them!,😆
0,"i thiiiiiiiink, maybe, possibly, sally's gone to bed   boo im alooone.",😆
0,sleepy. would love to stay home again today and just watch True Blood  but must go to work,😆
4,Me and My Friends were supposed to pull an all nighter they all fell asleep not cool !!! Ive been up since 7 almost 24 hours  im skilled,❤️
